Order_ID,Order_Date,Customer_ID,Store_ID,Employee_ID,Order_Status,Gross_Amount,Discount_Amount,Tax_Amount,Net_Amount
805,2026-05-28 21:05:22,143,13,13,Completed,13528.42,2006.83,2073.89,13595.48
806,2026-04-05 09:58:58,413,4,34,Completed,232186.56,0.0,41793.58,273980.14
807,2026-05-10 11:09:21,497,13,13,Completed,38212.56,0.0,6878.26,45090.82
808,2025-10-14 16:59:48,418,12,72,Completed,105543.01,8910.94,17393.77,114025.84
809,2026-06-26 21:27:06,16,6,66,Completed,241714.25,31052.84,37919.05,248580.46
810,2026-05-19 11:12:39,398,13,58,Completed,469173.2,0.0,84451.18,553624.38
811,2025-07-15 19:59:58,397,10,10,Completed,231935.6,5481.08,40761.81,267216.33
812,2026-05-30 14:41:23,286,13,58,Completed,165319.15,0.0,29757.45,195076.6
813,2026-06-26 09:36:22,22,1,46,Pending,153070.79,21134.35,23748.56,155685.0
814,2026-03-16 14:26:47,341,15,45,Completed,383709.3,0.0,69067.67,452776.97
815,2026-06-03 11:53:06,497,6,66,Completed,101457.56,0.0,18262.36,119719.92
816,2026-06-12 11:30:31,288,13,13,Completed,265904.48,0.0,47862.81,313767.29
817,2025-09-06 18:51:02,283,12,42,Completed,216165.5,0.0,38909.79,255075.29
818,2026-06-10 17:52:27,327,6,21,Completed,297571.75,0.0,53562.92,351134.67
819,2026-06-23 19:08:44,440,2,2,Completed,109633.96,0.0,19734.11,129368.07
820,2026-02-26 15:04:33,195,3,33,Completed,24531.92,3467.63,3791.57,24855.86
821,2026-05-15 15:01:01,256,5,50,Returned,441226.27,0.0,79420.73,520647.0
822,2026-01-04 17:38:38,168,3,3,Completed,808751.36,0.0,145575.24,954326.6
823,2026-06-22 21:21:20,186,2,2,Completed,315990.28,0.0,56878.25,372868.53
824,2025-11-24 12:03:17,94,10,40,Completed,486538.8,0.0,87576.98,574115.78
825,2026-05-07 18:55:44,390,9,9,Completed,41568.44,0.0,7482.32,49050.76
826,2025-11-23 15:48:59,465,9,39,Pending,132393.52,0.0,23830.83,156224.35
827,2024-07-09 19:21:17,471,15,75,Completed,733690.95,0.0,132064.37,865755.32
828,2026-06-14 10:57:30,71,2,2,Pending,158486.52,0.0,28527.57,187014.09
829,2026-06-18 10:16:10,415,6,66,Completed,317577.56,0.0,57163.96,374741.52
830,2024-09-16 14:10:11,288,15,30,Completed,153545.18,22423.59,23601.89,154723.48
831,2026-05-25 21:01:30,292,12,12,Completed,572895.18,82324.4,88302.74,578873.52
832,2026-03-24 19:32:15,363,3,18,Returned,300384.85,0.0,54069.27,354454.12
833,2026-06-21 18:50:46,3,11,41,Returned,127182.36,14221.59,20332.94,133293.71
834,2025-11-15 09:27:13,97,8,68,Completed,284157.39,0.0,51148.33,335305.72
835,2025-09-21 11:25:37,199,4,34,Completed,170812.42,0.0,30746.24,201558.66
836,2026-05-08 18:54:56,297,5,35,Completed,58858.88,0.0,10594.6,69453.48
837,2026-06-30 09:07:25,216,5,50,Completed,486993.37,19508.74,84147.23,551631.86
838,2026-04-23 18:11:52,383,5,50,Completed,446042.72,0.0,80287.69,526330.41
839,2025-12-01 20:02:14,62,11,11,Returned,118473.36,0.0,21325.2,139798.56
840,2025-02-25 19:25:08,382,1,76,Cancelled,232713.43,4916.8,41003.39,268800.02
841,2026-06-14 19:13:45,142,2,77,Completed,129397.31,0.0,23291.52,152688.83
842,2025-10-09 14:13:28,357,1,46,Completed,1889.76,0.0,340.16,2229.92
843,2026-06-08 14:20:26,371,11,11,Completed,284471.6,0.0,51204.89,335676.49
844,2026-02-19 19:12:54,266,11,26,Completed,173641.92,0.0,31255.55,204897.47
845,2026-06-07 19:54:42,106,7,52,Completed,164984.89,0.0,29697.28,194682.17
846,2026-04-13 13:00:27,251,5,35,Completed,126981.08,0.0,22856.59,149837.67
847,2026-06-22 16:33:18,32,13,13,Completed,73304.63,0.0,13194.83,86499.46
848,2026-04-07 13:17:11,57,15,45,Completed,179100.25,7512.55,30885.79,202473.49
849,2025-08-19 18:29:22,8,8,68,Completed,318937.23,37900.1,50586.68,331623.81
850,2025-12-05 16:24:17,115,8,8,Completed,318193.4,0.0,57274.81,375468.21
851,2026-06-14 21:15:41,113,8,8,Completed,204860.04,0.0,36874.81,241734.85
852,2026-06-17 13:46:23,113,9,24,Completed,93084.99,0.0,16755.3,109840.29
853,2026-06-30 21:19:47,354,2,47,Completed,237160.87,0.0,42688.96,279849.83
854,2026-04-05 13:16:51,33,10,10,Completed,81378.22,0.0,14648.08,96026.3
855,2026-06-23 18:36:51,491,11,41,Completed,76012.46,0.0,13682.24,89694.7
856,2025-09-10 09:09:01,472,3,63,Completed,43383.14,0.0,7808.97,51192.11
857,2026-06-01 18:21:00,354,13,73,Completed,395315.86,31380.11,65508.44,429444.19
858,2026-06-27 13:44:51,96,2,47,Completed,275029.14,0.0,49505.25,324534.39
859,2026-04-18 18:36:36,103,11,26,Completed,479902.07,0.0,86382.37,566284.44
860,2025-12-14 12:20:02,195,8,68,Completed,426658.83,0.0,76798.59,503457.42
861,2026-04-15 14:31:14,183,8,8,Completed,284967.91,0.0,51294.22,336262.13
862,2024-11-29 10:36:57,288,1,76,Completed,129292.99,0.0,23272.74,152565.73
863,2024-11-18 16:26:34,211,14,14,Returned,357711.8,0.0,64388.12,422099.92
864,2026-06-28 20:08:14,38,2,77,Completed,214985.28,0.0,38697.35,253682.63
865,2026-06-02 13:00:58,112,6,6,Completed,179099.06,26602.74,27449.34,179945.66
866,2026-06-21 16:57:13,62,5,50,Completed,265506.67,0.0,47791.2,313297.87
867,2025-05-15 21:16:50,473,4,4,Completed,158445.31,0.0,28520.16,186965.47
868,2025-11-09 16:44:17,383,11,11,Returned,158814.4,0.0,28586.59,187400.99
869,2026-06-28 16:52:13,337,13,13,Completed,419431.47,0.0,75497.66,494929.13
870,2026-06-03 17:37:14,455,6,6,Completed,41409.35,0.0,7453.68,48863.03
871,2025-10-31 14:48:28,143,1,46,Completed,358831.52,0.0,64589.67,423421.19
872,2025-10-12 19:36:01,85,1,76,Completed,480394.17,6885.49,85231.56,558740.24
873,2025-08-19 20:02:46,99,3,18,Completed,146430.65,0.0,26357.52,172788.17
874,2026-01-21 13:29:03,424,4,19,Completed,506619.19,0.0,91191.45,597810.64
875,2025-03-22 10:46:58,116,10,40,Returned,80210.03,10761.45,12500.74,81949.32
876,2026-05-30 19:27:09,188,11,26,Completed,204792.05,0.0,36862.57,241654.62
877,2025-08-03 15:00:10,427,15,30,Completed,189599.58,0.0,34127.92,223727.5
878,2026-06-16 10:48:10,273,3,63,Completed,15252.42,0.0,2745.44,17997.86
879,2026-06-22 12:44:52,79,7,7,Returned,205604.11,8058.79,35558.16,233103.48
880,2026-01-06 11:53:38,366,9,39,Completed,285263.93,35773.64,44908.25,294398.54
881,2025-11-13 11:39:53,291,4,79,Completed,351704.6,13942.25,60797.22,398559.57
882,2026-06-20 12:59:46,143,6,51,Completed,86913.48,0.0,15644.43,102557.91
883,2026-02-03 13:24:49,428,1,16,Completed,446151.69,0.0,80307.3,526458.99
884,2026-06-17 21:44:08,475,2,77,Completed,144928.46,4362.85,25301.81,165867.42
885,2025-09-02 17:30:25,118,12,72,Completed,125599.62,0.0,22607.93,148207.55
886,2025-08-03 17:11:34,298,12,27,Completed,365345.8,0.0,65762.24,431108.04
887,2024-12-24 17:54:38,410,3,18,Completed,247723.92,0.0,44590.31,292314.23
888,2025-12-04 17:34:05,38,4,4,Completed,271591.8,28284.46,43795.32,287102.66
889,2024-10-09 09:27:31,171,9,24,Completed,15802.82,0.0,2844.51,18647.33
890,2026-03-14 19:05:33,106,3,18,Returned,342468.94,50700.93,52518.24,344286.25
891,2026-06-16 20:48:20,227,2,62,Returned,31454.59,0.0,5661.83,37116.42
892,2026-04-10 09:48:00,349,5,35,Returned,307909.72,0.0,55423.75,363333.47
893,2025-11-04 21:46:01,397,11,41,Completed,278893.43,0.0,50200.82,329094.25
894,2026-05-11 10:44:12,85,13,73,Completed,243071.27,0.0,43752.83,286824.1
895,2026-06-25 09:50:40,413,2,62,Completed,140677.15,20739.84,21588.72,141526.03
896,2025-07-23 14:20:24,310,1,76,Completed,398159.54,11297.76,69635.12,456496.9
897,2026-01-25 13:10:05,407,15,45,Completed,153673.14,0.0,27661.17,181334.31
898,2026-06-20 16:33:58,76,10,70,Completed,786031.35,0.0,141485.64,927516.99
899,2026-04-25 18:50:02,78,3,33,Completed,271659.14,18606.04,45549.56,298602.66
900,2026-01-05 16:01:02,241,1,61,Completed,389189.21,10518.12,68160.8,446831.89
901,2026-06-12 12:24:22,2,11,26,Completed,280310.59,0.0,50455.91,330766.5
902,2026-06-17 11:25:24,46,6,51,Completed,165637.4,0.0,29814.73,195452.13
903,2026-06-12 17:14:20,121,7,7,Completed,319773.19,43223.37,49778.97,326328.79
904,2026-06-27 11:50:36,26,6,51,Completed,128419.14,0.0,23115.45,151534.59
905,2026-06-30 16:03:26,22,9,9,Completed,154138.94,0.0,27745.01,181883.95
906,2026-01-15 14:50:01,211,10,70,Completed,56817.57,0.0,10227.16,67044.73
907,2025-12-15 11:04:03,399,11,41,Completed,133125.65,0.0,23962.62,157088.27
908,2025-11-29 13:53:33,25,15,15,Completed,316222.5,0.0,56920.05,373142.55
909,2026-06-15 19:46:16,285,15,15,Cancelled,105303.3,12329.95,16735.2,109708.55
910,2025-11-03 16:56:59,330,3,78,Completed,406567.91,40372.35,65915.2,432110.76
911,2026-06-07 17:41:04,100,7,67,Completed,588776.43,0.0,105979.76,694756.19
912,2026-05-31 20:25:39,125,3,3,Completed,371908.89,17156.76,63855.38,418607.51
913,2026-06-13 19:42:42,372,3,78,Completed,813867.72,0.0,146496.19,960363.91
914,2026-04-09 12:56:26,209,5,5,Completed,193914.72,16638.4,31909.74,209186.06
915,2026-06-07 10:19:49,67,6,66,Completed,174538.0,16826.39,28388.09,186099.7
916,2025-12-17 13:40:24,237,14,14,Returned,302194.87,0.0,54395.08,356589.95
917,2026-06-23 13:55:55,485,13,43,Pending,773945.19,0.0,139310.13,913255.32
918,2026-06-21 19:23:21,207,13,28,Completed,228785.58,0.0,41181.4,269966.98
919,2026-04-09 19:05:30,96,5,5,Completed,64014.95,0.0,11522.69,75537.64
920,2026-06-30 13:32:36,211,13,43,Cancelled,112024.61,0.0,20164.43,132189.04
921,2026-06-16 20:06:23,272,9,9,Completed,618676.45,14872.21,108684.76,712489.0
922,2025-10-08 14:46:08,358,9,24,Completed,86639.68,0.0,15595.14,102234.82
923,2026-06-16 20:21:02,426,12,12,Completed,23704.23,0.0,4266.76,27970.99
924,2026-04-02 12:58:13,328,1,31,Completed,268884.4,0.0,48399.19,317283.59
925,2025-07-13 17:16:37,392,14,59,Completed,508075.43,0.0,91453.58,599529.01
926,2026-06-21 21:09:51,363,2,62,Completed,355196.4,0.0,63935.35,419131.75
927,2026-02-25 17:29:46,49,12,72,Completed,531742.25,67143.91,83627.7,548226.04
928,2026-01-04 12:15:37,64,9,9,Completed,105116.98,0.0,18921.06,124038.04
929,2026-03-04 11:25:41,348,4,79,Completed,244610.66,0.0,44029.92,288640.58
930,2026-05-17 09:46:04,116,1,46,Cancelled,430532.25,0.0,77495.8,508028.05
931,2026-06-23 17:31:48,471,13,73,Cancelled,113305.76,0.0,20395.04,133700.8
932,2026-06-30 15:49:35,200,2,62,Completed,149673.92,0.0,26941.31,176615.23
933,2025-10-26 11:13:52,269,15,15,Pending,609014.81,0.0,109622.67,718637.48
934,2025-12-09 14:49:26,416,1,61,Returned,140007.68,17608.03,22031.94,144431.59
935,2025-09-02 09:15:44,66,14,74,Completed,126529.62,0.0,22775.33,149304.95
936,2026-03-05 13:46:18,242,11,41,Returned,100835.14,0.0,18150.33,118985.47
937,2026-06-14 18:43:13,306,2,62,Completed,225583.66,0.0,40605.06,266188.72
938,2026-05-14 09:04:19,313,13,43,Completed,329040.97,0.0,59227.37,388268.34
939,2026-06-23 10:34:18,414,2,77,Completed,343535.38,27079.97,56961.97,373417.38
940,2026-03-29 09:37:08,204,9,54,Completed,315330.4,0.0,56759.47,372089.87
941,2026-05-20 20:10:13,209,4,19,Completed,345651.45,0.0,62217.26,407868.71
942,2025-10-12 16:17:21,259,3,3,Completed,215697.27,0.0,38825.51,254522.78
943,2026-06-15 20:47:54,40,2,47,Completed,135190.74,0.0,24334.33,159525.07
944,2026-05-15 09:53:23,67,9,54,Completed,44102.83,0.0,7938.51,52041.34
945,2026-05-21 16:59:25,399,13,43,Completed,319990.84,0.0,57598.35,377589.19
946,2026-06-08 20:06:07,495,13,13,Completed,128010.56,0.0,23041.9,151052.46
947,2026-05-08 12:55:03,219,13,13,Completed,284493.86,0.0,51208.89,335702.75
948,2026-06-13 18:05:52,105,6,66,Completed,204155.35,0.0,36747.96,240903.31
949,2026-06-24 10:20:47,14,7,7,Completed,486736.24,0.0,87612.52,574348.76
950,2025-10-11 14:22:03,488,3,18,Completed,673839.11,0.0,121291.04,795130.15
951,2026-04-24 18:06:31,261,9,24,Completed,28610.1,0.0,5149.82,33759.92
952,2026-06-04 18:13:33,249,7,67,Completed,190072.11,0.0,34212.98,224285.09
953,2026-01-10 12:19:57,149,12,12,Completed,225834.69,0.0,40650.24,266484.93
954,2025-12-06 14:19:15,407,9,54,Completed,223030.54,19407.95,36652.07,240274.66
955,2025-05-27 09:13:14,342,15,30,Completed,83936.4,10730.01,13177.15,86383.54
956,2026-05-06 10:42:23,315,12,12,Completed,136056.56,0.0,24490.18,160546.74
957,2024-10-30 17:23:36,356,1,61,Completed,392244.71,0.0,70604.05,462848.76
958,2026-05-24 18:11:59,34,13,43,Pending,384072.7,0.0,69133.09,453205.79
959,2026-04-28 15:48:38,232,5,50,Completed,59482.04,0.0,10706.77,70188.81
960,2026-06-11 18:36:51,320,11,26,Completed,169726.57,0.0,30550.78,200277.35
961,2026-05-29 17:41:38,400,11,26,Completed,316978.19,0.0,57056.07,374034.26
962,2025-08-21 17:18:09,382,12,57,Completed,123762.76,0.0,22277.3,146040.06
963,2026-04-29 18:15:09,188,10,70,Completed,460742.35,0.0,82933.62,543675.97
964,2026-06-10 13:36:39,53,5,5,Completed,281515.99,0.0,50672.88,332188.87
965,2025-09-07 10:11:53,439,4,19,Completed,291860.24,0.0,52534.84,344395.08
966,2025-12-14 21:27:25,420,4,34,Completed,6070.99,0.0,1092.78,7163.77
967,2026-06-04 20:01:35,492,1,46,Completed,63508.23,0.0,11431.48,74939.71
968,2026-04-28 21:26:57,204,11,11,Pending,71084.53,0.0,12795.22,83879.75
969,2025-10-31 17:46:14,227,3,18,Completed,336614.99,0.0,60590.7,397205.69
970,2026-06-21 17:08:42,113,6,51,Returned,333748.94,8434.5,58556.6,383871.04
971,2026-05-26 09:57:22,388,1,31,Cancelled,424163.53,0.0,76349.44,500512.97
972,2025-12-04 20:36:39,455,11,11,Completed,51492.2,0.0,9268.6,60760.8
973,2026-01-07 18:48:22,16,9,24,Returned,657841.01,91845.79,101879.14,667874.36
974,2026-06-20 10:50:35,76,7,67,Completed,85816.42,0.0,15446.96,101263.38
975,2026-06-21 10:59:53,194,6,66,Completed,429763.16,0.0,77357.37,507120.53
976,2025-09-05 19:53:43,288,8,23,Completed,36408.28,0.0,6553.49,42961.77
977,2026-06-30 14:59:48,393,4,34,Completed,54097.41,0.0,9737.53,63834.94
978,2025-10-19 17:09:15,432,4,34,Completed,111880.96,3140.57,19573.27,128313.66
979,2026-05-11 19:57:02,396,5,50,Completed,562659.34,0.0,101278.68,663938.02
980,2026-04-27 12:00:00,427,3,63,Completed,272283.82,0.0,49011.09,321294.91
981,2026-06-20 15:04:03,264,7,67,Returned,304490.47,15310.71,52052.36,341232.12
982,2026-06-07 10:05:42,391,7,67,Completed,368038.63,0.0,66246.95,434285.58
983,2026-06-02 10:24:33,314,6,6,Completed,141426.03,18751.49,22081.42,144755.96
984,2026-05-14 19:38:04,332,5,5,Completed,593810.48,60422.2,96009.89,629398.17
985,2026-01-30 21:11:55,165,1,46,Completed,503748.45,0.0,90674.72,594423.17
986,2025-07-04 19:26:40,101,14,74,Completed,214587.83,0.0,38625.81,253213.64
987,2026-06-28 13:17:01,374,6,21,Completed,435608.75,0.0,78409.57,514018.32
988,2025-12-08 15:10:03,226,8,68,Returned,529506.65,0.0,95311.2,624817.85
989,2026-04-18 15:48:55,230,15,30,Completed,356379.66,43241.89,56364.8,369502.57
990,2025-02-07 09:35:51,67,10,40,Completed,113816.92,0.0,20487.05,134303.97
991,2026-06-02 16:59:24,447,8,68,Completed,326180.64,0.0,58712.52,384893.16
992,2026-06-27 21:16:01,83,10,10,Completed,46909.04,0.0,8443.63,55352.67
993,2026-01-04 10:12:12,269,11,41,Completed,401310.1,0.0,72235.82,473545.92
994,2026-06-24 14:45:59,119,2,32,Completed,60429.8,6707.99,9669.93,63391.74
995,2026-02-25 16:34:59,177,15,75,Completed,441528.37,6795.59,78251.9,512984.68
996,2026-06-30 10:05:38,6,4,19,Completed,374148.71,6295.45,66213.59,434066.85
997,2026-06-27 12:52:32,195,2,32,Cancelled,8362.38,0.0,1505.23,9867.61
998,2025-11-19 17:36:22,163,3,63,Returned,269642.64,0.0,48535.68,318178.32
999,2025-05-06 19:34:18,98,4,79,Completed,234026.14,0.0,42124.71,276150.85
1000,2026-01-10 18:20:03,304,1,76,Completed,180137.24,0.0,32424.7,212561.94
1001,2026-04-12 10:27:17,203,5,50,Completed,459498.38,0.0,82709.71,542208.09
1002,2026-03-24 19:16:53,28,4,79,Completed,92734.23,2082.24,16317.36,106969.35
1003,2025-08-08 16:47:50,241,9,9,Completed,295442.57,0.0,53179.66,348622.23
1004,2024-12-27 09:53:10,263,3,18,Completed,32424.99,1441.55,5577.02,36560.46
1005,2026-04-27 11:06:40,450,8,68,Returned,592574.58,0.0,106663.42,699238.0
1006,2025-10-13 18:34:21,266,15,75,Completed,127345.39,11436.02,20863.69,136773.06
1007,2026-06-22 12:48:27,252,13,73,Returned,205363.74,0.0,36965.47,242329.21
1008,2024-10-01 10:54:32,119,14,74,Completed,465725.67,0.0,83830.62,549556.29
1009,2026-06-01 14:14:36,349,6,66,Completed,157163.95,0.0,28289.51,185453.46
1010,2026-03-30 21:44:37,492,12,12,Completed,408325.54,0.0,73498.6,481824.14
1011,2026-06-02 16:30:44,326,7,52,Completed,288031.26,7829.86,50436.25,330637.65
1012,2026-02-09 17:49:51,441,8,8,Completed,126529.62,8071.37,21322.49,139780.74
1013,2026-06-29 09:24:34,406,1,31,Completed,18898.17,1603.11,3113.11,20408.17
1014,2024-09-15 12:40:22,338,14,14,Completed,48091.1,0.0,8656.4,56747.5
1015,2026-06-25 09:49:21,82,2,62,Completed,232214.22,0.0,41798.56,274012.78
1016,2026-03-09 13:25:36,230,15,15,Completed,325145.58,20958.52,54753.67,358940.73
1017,2025-07-21 18:08:20,38,9,24,Completed,332387.72,0.0,59829.79,392217.51
1018,2025-08-06 17:37:34,497,8,68,Completed,11001.76,0.0,1980.32,12982.08
1019,2026-02-11 18:34:18,138,4,79,Completed,602287.02,0.0,108411.66,710698.68
1020,2026-04-11 09:54:21,445,1,16,Completed,426135.82,0.0,76704.45,502840.27
1021,2026-05-08 17:27:46,488,10,40,Completed,135176.9,0.0,24331.84,159508.74
1022,2026-05-14 19:08:19,355,5,50,Completed,46291.24,0.0,8332.42,54623.66
1023,2026-04-27 17:35:40,173,14,74,Completed,222481.53,0.0,40046.68,262528.21
1024,2026-06-03 19:34:32,44,5,35,Completed,272002.81,0.0,48960.51,320963.32
1025,2026-06-19 19:28:05,415,13,13,Completed,11066.64,0.0,1992.0,13058.64
1026,2026-02-12 15:30:12,92,4,79,Completed,100426.73,0.0,18076.81,118503.54
1027,2026-01-03 18:28:17,498,11,11,Completed,89348.83,0.0,16082.79,105431.62
1028,2026-06-17 16:39:34,40,10,10,Completed,101910.22,0.0,18343.84,120254.06
1029,2026-04-06 15:32:31,278,3,78,Completed,390622.42,58358.42,59807.52,392071.52
1030,2025-08-22 17:36:12,79,14,14,Completed,68600.62,0.0,12348.11,80948.73
1031,2026-06-02 14:43:33,384,1,76,Pending,482741.92,0.0,86893.55,569635.47
1032,2025-09-10 09:44:17,330,3,18,Completed,92719.93,0.0,16689.59,109409.52
1033,2026-06-19 15:46:39,340,15,45,Completed,193796.12,0.0,34883.3,228679.42
1034,2024-11-17 19:07:10,234,10,10,Completed,151468.14,0.0,27264.27,178732.41
1035,2025-09-13 13:16:11,278,3,33,Cancelled,280612.01,0.0,50510.16,331122.17
1036,2026-02-03 12:08:22,202,8,68,Completed,451967.42,0.0,81354.14,533321.56
1037,2026-06-27 12:40:08,314,5,5,Completed,249710.69,13102.51,42589.47,279197.65
1038,2026-05-09 15:53:55,379,10,55,Completed,109250.28,0.0,19665.05,128915.33
1039,2026-06-07 15:10:16,482,4,4,Completed,87944.34,6418.11,14674.72,96200.95
1040,2026-01-01 17:48:21,349,15,45,Completed,286659.51,0.0,51598.71,338258.22
1041,2026-04-05 15:10:36,478,8,8,Completed,74875.3,0.0,13477.55,88352.85
1042,2026-05-09 12:21:33,485,10,40,Completed,350894.28,0.0,63160.97,414055.25
1043,2026-06-08 17:06:35,352,6,6,Completed,24742.5,340.51,4392.36,28794.35
1044,2026-06-21 16:33:16,190,6,6,Cancelled,56227.97,0.0,10121.03,66349.0
1045,2025-05-06 09:39:20,487,14,74,Completed,313215.08,0.0,56378.71,369593.79
1046,2026-05-28 13:14:00,396,11,26,Completed,493670.69,0.0,88860.72,582531.41
1047,2026-06-28 19:57:32,322,10,10,Completed,163691.52,16237.22,26541.77,173996.07
1048,2025-08-10 18:30:10,39,15,15,Returned,122185.86,7046.72,20725.05,135864.19
1049,2025-03-01 18:15:17,268,14,74,Returned,247103.68,0.0,44478.66,291582.34
1050,2026-06-09 15:19:05,45,14,59,Completed,688197.86,26821.63,119047.72,780423.95
1051,2026-06-24 12:06:13,233,2,47,Completed,168683.91,0.0,30363.1,199047.01
1052,2026-01-07 16:46:54,188,10,40,Cancelled,753539.73,28017.82,130593.94,856115.85
1053,2026-01-13 14:02:01,50,4,79,Cancelled,176163.28,0.0,31709.39,207872.67
1054,2025-12-04 13:49:50,137,14,14,Completed,460750.5,0.0,82935.09,543685.59
1055,2026-06-15 15:39:33,398,6,21,Cancelled,152689.11,0.0,27484.04,180173.15
1056,2026-06-18 16:35:03,63,12,72,Completed,92751.57,13149.63,14328.35,93930.29
1057,2025-10-24 13:23:08,428,3,63,Completed,32297.74,534.06,5717.46,37481.14
1058,2026-04-17 11:56:08,264,9,39,Cancelled,402676.32,0.0,72481.74,475158.06
1059,2026-06-01 09:20:55,286,13,58,Completed,572200.1,45251.43,94850.76,621799.43
1060,2026-06-29 16:17:19,260,7,52,Completed,595174.23,0.0,107131.36,702305.59
1061,2026-01-05 17:21:47,71,8,68,Completed,149324.16,18279.43,23588.05,154632.78
1062,2026-05-11 18:27:23,144,9,39,Completed,131339.56,0.0,23641.12,154980.68
1063,2026-05-24 11:32:08,163,13,73,Completed,140300.81,6244.53,24130.13,158186.41
1064,2026-05-08 21:44:27,315,15,15,Returned,390228.23,25514.99,65648.38,430361.62
1065,2026-02-25 09:09:51,14,3,3,Returned,115987.28,0.0,20877.71,136864.99
1066,2026-03-12 12:08:41,328,4,19,Completed,158754.84,3600.53,27927.78,183082.09
1067,2026-05-30 14:55:20,453,14,14,Completed,284340.4,0.0,51181.27,335521.67
1068,2026-06-24 09:33:13,3,6,51,Completed,224243.32,0.0,40363.8,264607.12
1069,2025-05-10 13:19:18,218,9,24,Completed,292967.47,0.0,52734.14,345701.61
1070,2026-01-30 18:39:45,269,10,70,Completed,244611.91,0.0,44030.14,288642.05
1071,2024-11-25 15:28:57,256,14,74,Completed,240160.9,0.0,43228.96,283389.86
1072,2026-06-01 15:09:47,226,12,42,Pending,204691.42,0.0,36844.46,241535.88
1073,2026-06-20 20:10:58,188,14,74,Completed,489754.12,0.0,88155.74,577909.86
1074,2026-06-20 21:52:11,108,2,77,Completed,195142.48,0.0,35125.65,230268.13
1075,2025-11-19 12:53:04,414,14,14,Completed,479857.05,27319.83,81456.7,533993.92
1076,2026-06-25 13:39:05,311,3,3,Completed,273654.33,0.0,49257.78,322912.11
1077,2026-02-26 12:26:16,379,1,1,Completed,840090.02,0.0,151216.2,991306.22
1078,2026-04-11 14:01:34,105,12,72,Completed,355125.41,0.0,63922.57,419047.98
1079,2026-05-31 19:29:11,242,7,67,Completed,41467.75,0.0,7464.19,48931.94
1080,2026-06-15 14:16:47,461,6,66,Cancelled,106065.4,0.0,19091.77,125157.17
1081,2026-03-01 11:24:09,288,11,26,Completed,193670.61,0.0,34860.71,228531.32
1082,2025-12-04 18:05:32,483,1,31,Completed,250455.12,0.0,45081.92,295537.04
1083,2026-02-22 15:57:42,438,11,41,Completed,205512.75,0.0,36992.29,242505.04
1084,2026-06-18 17:55:11,374,2,62,Completed,205847.67,20815.58,33305.78,218337.87
1085,2026-06-19 10:29:43,492,2,62,Completed,74214.45,7158.75,12070.03,79125.73
1086,2026-06-11 19:37:11,227,13,28,Returned,399612.62,35293.42,65577.46,429896.66
1087,2025-06-28 11:09:36,475,1,31,Cancelled,525557.81,0.0,94600.41,620158.22
1088,2026-03-10 11:06:46,466,10,40,Completed,467999.68,0.0,84239.94,552239.62
1089,2025-12-19 19:19:15,168,11,41,Completed,367764.61,37452.32,59456.21,389768.5
1090,2026-06-21 19:23:44,74,4,19,Cancelled,273760.11,15171.43,46545.96,305134.64
1091,2026-02-01 17:19:17,405,10,40,Completed,412598.59,0.0,74267.75,486866.34
1092,2026-06-28 12:10:51,251,12,57,Completed,123964.05,0.0,22313.53,146277.58
1093,2026-01-30 13:55:16,127,1,61,Completed,173802.85,0.0,31284.51,205087.36
1094,2026-06-14 20:46:07,488,13,58,Completed,162261.9,0.0,29207.14,191469.04
1095,2025-05-09 11:36:11,229,10,70,Completed,352289.78,0.0,63412.16,415701.94
1096,2026-05-24 19:57:38,83,1,31,Completed,24616.22,0.0,4430.92,29047.14
1097,2026-06-30 10:13:31,270,15,75,Completed,392295.8,0.0,70613.24,462909.04
1098,2026-06-19 17:58:33,419,6,21,Completed,263380.33,0.0,47408.46,310788.79
1099,2026-04-08 10:08:50,77,1,76,Completed,208078.0,0.0,37454.04,245532.04
1100,2026-06-26 12:11:02,374,13,13,Completed,526368.42,0.0,94746.32,621114.74
1101,2026-06-06 18:51:43,136,13,73,Completed,209829.14,0.0,37769.25,247598.39
1102,2026-01-12 19:13:44,266,9,54,Completed,184231.61,11742.36,31048.06,203537.31
1103,2026-05-13 17:22:11,361,15,45,Completed,249989.3,10652.42,43080.64,282417.52
1104,2026-05-28 12:01:17,274,7,7,Cancelled,187074.23,18767.88,30295.14,198601.49
1105,2026-01-25 10:52:36,121,15,75,Completed,219862.46,0.0,39575.24,259437.7
1106,2026-06-15 10:22:53,294,6,6,Completed,48091.1,0.0,8656.4,56747.5
1107,2025-12-18 21:09:41,489,4,4,Completed,40892.85,0.0,7360.71,48253.56
1108,2026-05-31 09:05:19,399,15,45,Returned,686533.0,0.0,123575.94,810108.94
1109,2026-03-08 12:03:39,142,11,41,Completed,78878.56,0.0,14198.14,93076.7
1110,2026-02-07 16:05:13,467,1,61,Completed,231743.95,32456.1,35871.81,235159.66
1111,2026-06-17 11:25:03,256,2,77,Completed,147581.32,0.0,26564.64,174145.96
1112,2025-06-25 11:07:55,375,3,3,Completed,245731.75,9362.91,42546.39,278915.23
1113,2026-03-12 21:42:08,359,8,23,Completed,136597.3,0.0,24587.51,161184.81
1114,2026-05-13 10:24:25,311,13,13,Completed,24480.91,0.0,4406.56,28887.47
1115,2025-06-29 18:46:02,468,3,3,Completed,182837.49,0.0,32910.75,215748.24
